Data;Loja;Região;Produto;Ação Merchandising;Investimento R$;Qtd Vendida SellOut;Faturamento R$;Houve Ruptura Auditoria;Share Nossa Marca;Share Concorrente A;Share Concorrente B
28/03/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Faixa de Gôndola;150;111;3330;0;0,44;0,18;0,38
28/03/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,49;0,51
28/03/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Display Checkout;300;86;1892;0;0,49;0,27;0,24
28/03/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Ilha Principal;750;41;1230;0;0,47;0,18;0,35
28/03/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;27;675;0;0,46;0,15;0,39
28/03/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Ponta de Gôndola;500;72;1584;0;0,45;0,32;0,23
28/03/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,41;0,59
28/03/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Nenhuma;0;0;0;1;0;0,46;0,54
28/03/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;5;110;0;0,31;0,47;0,22
28/03/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Ilha Principal;750;69;2070;0;0,34;0,19;0,47
28/03/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Faixa de Gôndola;150;0;0;1;0;0,44;0,56
28/03/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ponta de Gôndola;500;42;924;0;0,36;0,17;0,47
28/03/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Nenhuma;0;19;570;0;0,34;0,35;0,31
29/03/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Faixa de Gôndola;150;129;3225;0;0,53;0,31;0,16
29/03/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Ilha Principal;750;112;2464;0;0,37;0,22;0,41
29/03/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Faixa de Gôndola;150;17;510;0;0,36;0,41;0,23
29/03/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Ilha Principal;750;0;0;1;0;0,44;0,56
29/03/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;24;528;0;0,41;0,4;0,19
29/03/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;39;1170;0;0,38;0,13;0,49
29/03/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Ponta de Gôndola;500;72;1800;0;0,43;0,13;0,44
29/03/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Faixa de Gôndola;150;123;2706;0;0,35;0,13;0,52
29/03/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Ilha Principal;750;0;0;1;0;0,56;0,44
29/03/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Display Checkout;300;36;900;0;0,36;0,18;0,46
29/03/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Ponta de Gôndola;500;43;946;0;0,31;0,27;0,42
29/03/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;13;390;0;0,41;0,21;0,38
29/03/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Ilha Principal;750;28;700;0;0,54;0,32;0,14
29/03/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;24;528;0;0,37;0,18;0,45
29/03/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,49;0,51
30/03/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Faixa de Gôndola;150;26;650;0;0,38;0,35;0,27
30/03/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,43;0,57
30/03/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;37;1110;0;0,42;0,37;0,21
30/03/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Display Checkout;300;128;3200;0;0,48;0,17;0,35
30/03/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;33;726;0;0,37;0,26;0,37
30/03/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Ponta de Gôndola;500;0;0;1;0;0,59;0,41
30/03/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,43;0,57
30/03/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Ponta de Gôndola;500;72;1584;0;0,37;0,38;0,25
30/03/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;8;240;0;0,4;0,32;0,28
30/03/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Ilha Principal;750;112;2800;0;0,5;0,13;0,37
30/03/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;0;0;1;0;0,43;0,57
30/03/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Display Checkout;300;90;2700;0;0,5;0,15;0,35
30/03/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Display Checkout;300;16;400;0;0,55;0,24;0,21
30/03/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Faixa de Gôndola;150;58;1276;0;0,33;0,12;0,55
30/03/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ponta de Gôndola;500;58;1740;0;0,33;0,31;0,36
31/03/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;9;225;0;0,41;0,32;0,27
31/03/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;29;638;0;0,49;0,23;0,28
31/03/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Ponta de Gôndola;500;81;2430;0;0,55;0,2;0,25
31/03/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;47;1175;0;0,4;0,39;0,21
31/03/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;15;330;0;0,46;0,22;0,32
31/03/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Ponta de Gôndola;500;60;1800;0;0,46;0,18;0,36
31/03/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Faixa de Gôndola;150;44;1100;0;0,43;0,15;0,42
31/03/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,57;0,43
31/03/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Faixa de Gôndola;150;86;2580;0;0,47;0,36;0,17
31/03/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Nenhuma;0;23;575;0;0,43;0,1;0,47
31/03/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Faixa de Gôndola;150;97;2134;0;0,52;0,16;0,32
31/03/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;36;1080;0;0,35;0,18;0,47
31/03/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,48;0,52
31/03/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Display Checkout;300;47;1034;0;0,44;0,12;0,44
31/03/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Nenhuma;0;30;900;0;0,39;0,43;0,18
01/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Faixa de Gôndola;150;52;1300;0;0,37;0,4;0,23
01/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;22;484;0;0,45;0,24;0,31
01/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Ilha Principal;750;43;1290;0;0,36;0,39;0,25
01/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Faixa de Gôndola;150;26;650;0;0,46;0,25;0,29
01/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Ponta de Gôndola;500;64;1408;0;0,53;0,21;0,26
01/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Ilha Principal;750;23;690;0;0,34;0,25;0,41
01/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;38;950;0;0,33;0,24;0,43
01/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Ponta de Gôndola;500;62;1364;0;0,46;0,3;0,24
01/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Faixa de Gôndola;150;90;2700;0;0,46;0,17;0,37
01/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Nenhuma;0;0;0;1;0;0,53;0,47
01/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;0;0;1;0;0,42;0,58
01/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Display Checkout;300;62;1860;0;0,36;0,29;0,35
01/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,57;0,43
01/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;35;770;0;0,36;0,11;0,53
01/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,47;0,53
02/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Display Checkout;300;52;1300;0;0,51;0,2;0,29
02/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;29;638;0;0,31;0,15;0,54
02/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,52;0,48
02/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Ponta de Gôndola;500;41;1025;0;0,54;0,19;0,27
02/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;49;1078;0;0,47;0,29;0,24
02/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Display Checkout;300;117;3510;0;0,5;0,15;0,35
02/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,46;0,54
02/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Nenhuma;0;6;132;0;0,43;0,27;0,3
02/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;32;960;0;0,43;0,25;0,32
02/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Display Checkout;300;41;1025;0;0,53;0,25;0,22
02/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;49;1078;0;0,53;0,26;0,21
02/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;29;870;0;0,43;0,33;0,24
02/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Faixa de Gôndola;150;111;2775;0;0,43;0,36;0,21
02/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ilha Principal;750;71;1562;0;0,54;0,22;0,24
02/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ponta de Gôndola;500;91;2730;0;0,31;0,15;0,54
03/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,44;0,56
03/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,5;0,5
03/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,45;0,55
03/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Display Checkout;300;103;2575;0;0,32;0,13;0,55
03/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Display Checkout;300;23;506;0;0,33;0,11;0,56
03/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,58;0,42
03/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;9;225;0;0,36;0,35;0,29
03/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Nenhuma;0;11;242;0;0,4;0,11;0,49
03/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Display Checkout;300;104;3120;0;0,48;0,3;0,22
03/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Ponta de Gôndola;500;39;975;0;0,35;0,27;0,38
03/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Display Checkout;300;107;2354;0;0,4;0,37;0,23
03/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Faixa de Gôndola;150;37;1110;0;0,38;0,12;0,5
03/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Faixa de Gôndola;150;46;1150;0;0,42;0,28;0,3
03/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ilha Principal;750;115;2530;0;0,43;0,27;0,3
03/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,42;0,58
04/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;34;850;0;0,38;0,11;0,51
04/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Display Checkout;300;54;1188;0;0,32;0,21;0,47
04/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;21;630;0;0,35;0,28;0,37
04/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Display Checkout;300;23;575;0;0,48;0,11;0,41
04/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Faixa de Gôndola;150;111;2442;0;0,48;0,35;0,17
04/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;49;1470;0;0,51;0,15;0,34
04/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;35;875;0;0,38;0,4;0,22
04/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Ponta de Gôndola;500;118;2596;0;0,36;0,14;0,5
04/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Ponta de Gôndola;500;105;3150;0;0,39;0,4;0,21
04/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Faixa de Gôndola;150;40;1000;0;0,42;0,24;0,34
04/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Ponta de Gôndola;500;100;2200;0;0,31;0,14;0,55
04/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Ponta de Gôndola;500;0;0;1;0;0,56;0,44
04/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;27;675;0;0,33;0,32;0,35
04/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;33;726;0;0,43;0,12;0,45
04/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ponta de Gôndola;500;18;540;0;0,47;0,13;0,4
05/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;32;800;0;0,39;0,14;0,47
05/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,43;0,57
05/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Faixa de Gôndola;150;113;3390;0;0,55;0,14;0,31
05/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;43;1075;0;0,32;0,17;0,51
05/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Ponta de Gôndola;500;57;1254;0;0,55;0,24;0,21
05/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Faixa de Gôndola;150;0;0;1;0;0,4;0,6
05/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,41;0,59
05/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Faixa de Gôndola;150;49;1078;0;0,31;0,15;0,54
05/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Ponta de Gôndola;500;95;2850;0;0,51;0,22;0,27
05/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Faixa de Gôndola;150;114;2850;0;0,44;0,2;0,36
05/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;36;792;0;0,33;0,46;0,21
05/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Ponta de Gôndola;500;124;3720;0;0,39;0,13;0,48
05/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Display Checkout;300;38;950;0;0,35;0,45;0,2
05/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ponta de Gôndola;500;38;836;0;0,36;0,39;0,25
05/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ilha Principal;750;85;2550;0;0,4;0,39;0,21
06/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;33;825;0;0,53;0,21;0,26
06/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Display Checkout;300;22;484;0;0,42;0,14;0,44
06/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Faixa de Gôndola;150;19;570;0;0,33;0,2;0,47
06/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Faixa de Gôndola;150;40;1000;0;0,34;0,39;0,27
06/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;43;946;0;0,33;0,33;0,34
06/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Ponta de Gôndola;500;0;0;1;0;0,56;0,44
06/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Display Checkout;300;42;1050;0;0,3;0,3;0,4
06/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Display Checkout;300;0;0;1;0;0,43;0,57
06/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Display Checkout;300;101;3030;0;0,52;0,32;0,16
06/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Ponta de Gôndola;500;72;1800;0;0,43;0,22;0,35
06/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Ilha Principal;750;39;858;0;0,48;0,12;0,4
06/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Faixa de Gôndola;150;94;2820;0;0,38;0,14;0,48
06/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Display Checkout;300;42;1050;0;0,47;0,33;0,2
06/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ilha Principal;750;44;968;0;0,43;0,16;0,41
06/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Faixa de Gôndola;150;0;0;1;0;0,41;0,59
07/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;48;1200;0;0,46;0,2;0,34
07/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;37;814;0;0,51;0,33;0,16
07/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;37;1110;0;0,51;0,15;0,34
07/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;31;775;0;0,32;0,24;0,44
07/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Faixa de Gôndola;150;31;682;0;0,41;0,4;0,19
07/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Faixa de Gôndola;150;49;1470;0;0,54;0,26;0,2
07/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;7;175;0;0,39;0,13;0,48
07/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Nenhuma;0;15;330;0;0,48;0,11;0,41
07/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;12;360;0;0,41;0,22;0,37
07/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Display Checkout;300;122;3050;0;0,51;0,32;0,17
07/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Faixa de Gôndola;150;107;2354;0;0,37;0,42;0,21
07/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;25;750;0;0,32;0,36;0,32
07/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;24;600;0;0,39;0,13;0,48
07/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ilha Principal;750;0;0;1;0;0,48;0,52
07/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Faixa de Gôndola;150;63;1890;0;0,54;0,19;0,27
08/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Display Checkout;300;92;2300;0;0,49;0,14;0,37
08/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Ilha Principal;750;44;968;0;0,47;0,13;0,4
08/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;27;810;0;0,4;0,12;0,48
08/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Display Checkout;300;0;0;1;0;0,52;0,48
08/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Nenhuma;0;16;352;0;0,3;0,16;0,54
08/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;30;900;0;0,44;0,23;0,33
08/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;40;1000;0;0,51;0,32;0,17
08/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Faixa de Gôndola;150;128;2816;0;0,45;0,2;0,35
08/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Ilha Principal;750;34;1020;0;0,53;0,24;0,23
08/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Ilha Principal;750;28;700;0;0,35;0,11;0,54
08/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;0;0;1;0;0,59;0,41
08/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;32;960;0;0,47;0,27;0,26
08/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;36;900;0;0,44;0,32;0,24
08/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Display Checkout;300;22;484;0;0,4;0,34;0,26
08/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,46;0,54
09/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Faixa de Gôndola;150;37;925;0;0,53;0,2;0,27
09/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Faixa de Gôndola;150;128;2816;0;0,52;0,11;0,37
09/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;42;1260;0;0,4;0,2;0,4
09/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;16;400;0;0,35;0,14;0,51
09/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Display Checkout;300;0;0;1;0;0,55;0,45
09/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,45;0,55
09/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Nenhuma;0;38;950;0;0,37;0,25;0,38
09/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Ilha Principal;750;0;0;1;0;0,55;0,45
09/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Display Checkout;300;100;3000;0;0,48;0,17;0,35
09/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Faixa de Gôndola;150;84;2100;0;0,44;0,26;0,3
09/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Ponta de Gôndola;500;94;2068;0;0,48;0,29;0,23
09/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Display Checkout;300;92;2760;0;0,45;0,25;0,3
09/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Nenhuma;0;35;875;0;0,37;0,31;0,32
09/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Ponta de Gôndola;500;76;1672;0;0,42;0,28;0,3
09/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ponta de Gôndola;500;52;1560;0;0,47;0,37;0,16
10/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;0;0;1;0;0,59;0,41
10/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Faixa de Gôndola;150;59;1298;0;0,43;0,12;0,45
10/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Nenhuma;0;0;0;1;0;0,53;0,47
10/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;45;1125;0;0,48;0,34;0,18
10/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Faixa de Gôndola;150;68;1496;0;0,49;0,29;0,22
10/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Nenhuma;0;23;690;0;0,54;0,12;0,34
10/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Display Checkout;300;57;1425;0;0,41;0,32;0,27
10/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Nenhuma;0;5;110;0;0,4;0,24;0,36
10/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Nenhuma;0;11;330;0;0,36;0,37;0,27
10/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Ilha Principal;750;38;950;0;0,3;0,13;0,57
10/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Nenhuma;0;0;0;1;0;0,58;0,42
10/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;43;1290;0;0,35;0,41;0,24
10/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Ponta de Gôndola;500;107;2675;0;0,36;0,39;0,25
10/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;0;0;1;0;0,43;0,57
10/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ilha Principal;750;80;2400;0;0,54;0,25;0,21
11/04/2026;Carrefour Pamplona;Sudeste;Shampoo Gold;Nenhuma;0;23;575;0;0,32;0,24;0,44
11/04/2026;Carrefour Pamplona;Sudeste;Condicionador Gold;Nenhuma;0;15;330;0;0,53;0,1;0,37
11/04/2026;Carrefour Pamplona;Sudeste;Creme Tratamento;Ponta de Gôndola;500;84;2520;0;0,42;0,12;0,46
11/04/2026;Pão de Açúcar Minuto;Sudeste;Shampoo Gold;Nenhuma;0;10;250;0;0,5;0,34;0,16
11/04/2026;Pão de Açúcar Minuto;Sudeste;Condicionador Gold;Display Checkout;300;39;858;0;0,47;0,28;0,25
11/04/2026;Pão de Açúcar Minuto;Sudeste;Creme Tratamento;Ilha Principal;750;25;750;0;0,38;0,27;0,35
11/04/2026;Walmart Boa Viagem;Nordeste;Shampoo Gold;Faixa de Gôndola;150;96;2400;0;0,31;0,21;0,48
11/04/2026;Walmart Boa Viagem;Nordeste;Condicionador Gold;Faixa de Gôndola;150;50;1100;0;0,54;0,15;0,31
11/04/2026;Walmart Boa Viagem;Nordeste;Creme Tratamento;Display Checkout;300;100;3000;0;0,34;0,23;0,43
11/04/2026;Zaffari Higienópolis;Sul;Shampoo Gold;Nenhuma;0;41;1025;0;0,39;0,34;0,27
11/04/2026;Zaffari Higienópolis;Sul;Condicionador Gold;Faixa de Gôndola;150;70;1540;0;0,52;0,12;0,36
11/04/2026;Zaffari Higienópolis;Sul;Creme Tratamento;Nenhuma;0;0;0;1;0;0,45;0,55
11/04/2026;Zona Sul Copacabana;Sudeste;Shampoo Gold;Display Checkout;300;103;2575;0;0,47;0,35;0,18
11/04/2026;Zona Sul Copacabana;Sudeste;Condicionador Gold;Nenhuma;0;26;572;0;0,4;0,25;0,35
11/04/2026;Zona Sul Copacabana;Sudeste;Creme Tratamento;Ponta de Gôndola;500;41;1230;0;0,39;0,16;0,45
